"STATISTIC","Statistic Label","TLIST(A1)","Year","C01912V02351","Type of Non Residential Building","C01921V02511","Type of Construction","UNIT","VALUE"
"BHA07C1","Planning Permissions Granted","2018","2018","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","3","Alteration, conversion and renovation","Number","26"
"BHA07C1","Planning Permissions Granted","2018","2018","202","Buildings for mining, energy and water","-","All types of construction","Number","221"
"BHA07C1","Planning Permissions Granted","2018","2018","202","Buildings for mining, energy and water","1","New construction","Number","203"
"BHA07C1","Planning Permissions Granted","2018","2018","202","Buildings for mining, energy and water","2","Extensions","Number","11"
"BHA07C1","Planning Permissions Granted","2018","2018","202","Buildings for mining, energy and water","3","Alteration, conversion and renovation","Number","7"
"BHA07C1","Planning Permissions Granted","2018","2018","203","Buildings for industry and manufacturing handicraft","-","All types of construction","Number","378"
"BHA07C1","Planning Permissions Granted","2018","2018","203","Buildings for industry and manufacturing handicraft","1","New construction","Number","99"
"BHA07C1","Planning Permissions Granted","2018","2018","203","Buildings for industry and manufacturing handicraft","2","Extensions","Number","179"
"BHA07C1","Planning Permissions Granted","2018","2018","203","Buildings for industry and manufacturing handicraft","3","Alteration, conversion and renovation","Number","100"
"BHA07C1","Planning Permissions Granted","2018","2018","204","Hotels, restaurants and cafes","-","All types of construction","Number","671"
"BHA07C1","Planning Permissions Granted","2018","2018","204","Hotels, restaurants and cafes","1","New construction","Number","92"
"BHA07C1","Planning Permissions Granted","2018","2018","204","Hotels, restaurants and cafes","2","Extensions","Number","153"
"BHA07C1","Planning Permissions Granted","2018","2018","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","Number","426"
"BHA07C1","Planning Permissions Granted","2018","2018","205","Buildings for transport","-","All types of construction","Number","153"
"BHA07C1","Planning Permissions Granted","2018","2018","205","Buildings for transport","1","New construction","Number","87"
"BHA07C1","Planning Permissions Granted","2018","2018","205","Buildings for transport","2","Extensions","Number","36"
"BHA07C1","Planning Permissions Granted","2018","2018","205","Buildings for transport","3","Alteration, conversion and renovation","Number","30"
"BHA07C1","Planning Permissions Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","Number","670"
"BHA07C1","Planning Permissions Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","1","New construction","Number","138"
"BHA07C1","Planning Permissions Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","Number","169"
"BHA07C1","Planning Permissions Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","Number","363"
"BHA07C1","Planning Permissions Granted","2018","2018","207","Public administration and public buildings for special purposes","-","All types of construction","Number","13"
"BHA07C1","Planning Permissions Granted","2018","2018","207","Public administration and public buildings for special purposes","1","New construction","Number","4"
"BHA07C1","Planning Permissions Granted","2018","2018","207","Public administration and public buildings for special purposes","2","Extensions","Number","2"
"BHA07C1","Planning Permissions Granted","2018","2018","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","Number","7"
"BHA07C1","Planning Permissions Granted","2018","2018","208","Buildings for health and welfare","-","All types of construction","Number","260"
"BHA07C1","Planning Permissions Granted","2018","2018","208","Buildings for health and welfare","1","New construction","Number","41"
"BHA07C1","Planning Permissions Granted","2018","2018","208","Buildings for health and welfare","2","Extensions","Number","84"
"BHA07C1","Planning Permissions Granted","2018","2018","208","Buildings for health and welfare","3","Alteration, conversion and renovation","Number","135"
"BHA07C1","Planning Permissions Granted","2018","2018","209","Buildings for entertainment and recreation","-","All types of construction","Number","350"
"BHA07C1","Planning Permissions Granted","2018","2018","209","Buildings for entertainment and recreation","1","New construction","Number","121"
"BHA07C1","Planning Permissions Granted","2018","2018","209","Buildings for entertainment and recreation","2","Extensions","Number","115"
"BHA07C1","Planning Permissions Granted","2018","2018","209","Buildings for entertainment and recreation","3","Alteration, conversion and renovation","Number","114"
"BHA07C1","Planning Permissions Granted","2018","2018","210","Buildings for education, culture, science and research","-","All types of construction","Number","385"
"BHA07C1","Planning Permissions Granted","2018","2018","210","Buildings for education, culture, science and research","1","New construction","Number","28"
"BHA07C1","Planning Permissions Granted","2018","2018","210","Buildings for education, culture, science and research","2","Extensions","Number","260"
"BHA07C1","Planning Permissions Granted","2018","2018","210","Buildings for education, culture, science and research","3","Alteration, conversion and renovation","Number","97"
"BHA07C1","Planning Permissions Granted","2018","2018","211","Buildings for religious and funerary","-","All types of construction","Number","67"
"BHA07C1","Planning Permissions Granted","2018","2018","211","Buildings for religious and funerary","1","New construction","Number","8"
"BHA07C1","Planning Permissions Granted","2018","2018","211","Buildings for religious and funerary","2","Extensions","Number","23"
"BHA07C1","Planning Permissions Granted","2018","2018","211","Buildings for religious and funerary","3","Alteration, conversion and renovation","Number","36"
"BHA07C1","Planning Permissions Granted","2018","2018","212","Other non-residential buildings","-","All types of construction","Number","10"
"BHA07C1","Planning Permissions Granted","2018","2018","212","Other non-residential buildings","1","New construction","Number","9"
"BHA07C1","Planning Permissions Granted","2018","2018","212","Other non-residential buildings","2","Extensions","Number","."
"BHA07C1","Planning Permissions Granted","2018","2018","212","Other non-residential buildings","3","Alteration, conversion and renovation","Number","1"
"BHA07C1","Planning Permissions Granted","2018","2018","213","Office development, buildings for financing and insurance","-","All types of construction","Number","372"
"BHA07C1","Planning Permissions Granted","2018","2018","213","Office development, buildings for financing and insurance","1","New construction","Number","92"
"BHA07C1","Planning Permissions Granted","2018","2018","213","Office development, buildings for financing and insurance","2","Extensions","Number","83"
"BHA07C1","Planning Permissions Granted","2018","2018","213","Office development, buildings for financing and insurance","3","Alteration, conversion and renovation","Number","197"
"BHA07C1","Planning Permissions Granted","2018","2018","214","Creche","-","All types of construction","Number","194"
